Date,NEE,FSLR,ORA,XOM,CVX,COP,SSE.L,DRX.L,BP,SHEL,ENGI.PA,VEOEY,TTE,NDX1.DE,S92.DE,RWE.DE,EOAN.DE,NPI.TO,TA.TO,SU.TO,CNQ.TO,IMO.TO,AGL.AX,ORG.AX,WDS,STO.AX,9531.T,9532.T,5020.T,1605.T,EGIE3.SA,CPFE3.SA,PBR,0916.HK,0968.HK,0883.HK
2016-04-05,22.689167022705078,62.41999816894531,38.48479080200195,53.53204345703125,61.18006134033203,28.94768524169922,1490.8673095703125,280.16986083984375,16.4437313079834,29.00838851928711,6.981895446777344,7.512853622436523,24.899681091308594,20.050195693969727,42.683380126953125,8.374602317810059,4.814587593078613,14.118148803710938,4.975492000579834,23.964370727539062,10.316734313964844,32.025062561035156,11.035384178161621,3.3538661003112793,10.809425354003906,2.8325648307800293,1919.3177490234375,1550.755126953125,280.6529846191406,551.9187622070312,10.586315155029297,12.206903457641602,1.5741064548492432,4.547901153564453,2.015942335128784,4.0725860595703125
2016-04-06,22.759370803833008,62.7599983215332,38.19443893432617,54.248321533203125,62.612674713134766,30.215633392333984,1490.8673095703125,284.6534729003906,16.654037475585938,29.598237991333008,6.968593120574951,7.584005355834961,25.399497985839844,19.547847747802734,42.876304626464844,8.420219421386719,4.7703962326049805,14.092304229736328,4.883971691131592,24.415372848510742,10.827157020568848,32.537784576416016,11.21180248260498,3.3610951900482178,11.40427303314209,2.9323570728302,1941.9453125,1564.13037109375,288.8246765136719,567.35302734375,10.406784057617188,11.949642181396484,1.5741064548492432,4.475839614868164,2.0869252681732178,4.162665843963623
2016-04-07,22.65796661376953,61.2599983215332,37.85725784301758,53.636226654052734,62.57969665527344,29.889381408691406,1497.829345703125,286.6462097167969,16.55741310119629,29.337467193603516,7.093648910522461,7.558131217956543,25.070083618164062,20.28607940673828,43.72515106201172,8.853585243225098,4.87351131439209,14.118148803710938,4.908931255340576,24.18303871154785,10.632270812988281,32.04873275756836,11.169218063354492,3.230987548828125,11.2059907913208,2.940033435821533,1926.995361328125,1563.3436279296875,295.6915283203125,575.2130737304688,10.474475860595703,11.98180103302002,1.5741064548492432,4.539895057678223,2.0514333248138428,4.243265151977539
2016-04-08,22.77886390686035,60.630001068115234,37.950923919677734,54.183197021484375,63.596412658691406,30.571550369262695,,,17.13718032836914,30.566844940185547,,7.690730571746826,25.825481414794922,,,,,14.079378128051758,4.958852291107178,24.47687339782715,11.127223014831543,32.301151275634766,,,11.494400978088379,,,,,,10.639290809631348,12.251921653747559,1.7013366222381592,,,
2016-04-10,,,,,,,1496.8349609375,296.3106384277344,,,7.1734724044799805,,,20.329761505126953,43.56116485595703,9.028450965881348,4.985464096069336,,,,,,11.09621810913086,3.3610951900482178,,3.0321500301361084,1924.5703125,1557.049560546875,299.8804016113281,574.06982421875,,,,4.6519904136657715,2.058532238006592,4.314380645751953
2016-04-11,22.6657772064209,59.959999084472656,37.68867874145508,54.25482940673828,62.876773834228516,30.541881561279297,1512.7479248046875,294.9157409667969,17.228124618530273,30.920757293701172,7.1468658447265625,7.778050422668457,25.899314880371094,20.390918731689453,44.46788024902344,8.956223487854004,5.008444786071777,13.90492057800293,5.083657264709473,24.306045532226562,11.018949508666992,31.543895721435547,11.114468574523926,3.3683226108551025,11.500411987304688,3.0167970657348633,1927.8031005859375,1563.7371826171875,303.79461669921875,586.9317626953125,10.654006958007812,12.110431671142578,1.7427605390548706,4.724052906036377,2.094024181365967,4.338086128234863
2016-04-12,22.8256778717041,60.34000015258789,38.44731903076172,54.9255256652832,64.37541198730469,32.23246765136719,1510.759033203125,302.0893249511719,17.733999252319336,31.57891845703125,7.346424579620361,7.774816513061523,26.64333724975586,20.63553810119629,44.858543395996094,9.07406997680664,5.083865642547607,13.536626815795898,5.191817760467529,25.20802879333496,11.600526809692383,32.13549041748047,11.144886016845703,3.483973741531372,11.842903137207031,3.147294282913208,1954.87548828125,1590.8814697265625,310.936279296875,610.0830688476562,10.745243072509766,12.502748489379883,1.9025382995605469,4.988278865814209,2.122418165206909,4.608328819274902
2016-04-13,22.71451759338379,61.650001525878906,38.68147277832031,55.23808670043945,64.43484497070312,32.31403350830078,1523.6884765625,300.49517822265625,17.83631134033203,31.864521026611328,7.367711067199707,7.74570894241333,27.216999053955078,20.77968978881836,45.05146789550781,9.108283042907715,5.114506244659424,13.562472343444824,5.141896724700928,25.317365646362305,11.609806060791016,31.84363555908203,10.968466758728027,3.6140804290771484,12.02315902709961,3.1856765747070312,2057.104736328125,1644.3828125,315.3310852050781,626.232177734375,10.889451026916504,12.547771453857422,1.9913033246994019,4.900202751159668,2.1437129974365234,4.584623336791992
2016-04-14,22.65016746520996,60.41999816894531,39.09356689453125,55.628780364990234,64.68569946289062,32.7885856628418,1517.720947265625,300.2959899902344,17.574844360351562,32.100467681884766,7.3836750984191895,7.7327728271484375,27.552099227905273,20.465177536010742,46.30061721801758,9.222326278686523,5.22763729095459,13.536626815795898,5.042055130004883,25.221704483032227,11.606714248657227,32.00929260253906,11.09621810913086,3.6140804290771484,11.872942924499512,3.20102858543396,2051.447509765625,1645.95654296875,312.5843811035156,611.7980346679688,10.94831371307373,12.316239356994629,1.95283842086792,4.796113967895508,2.157909631729126,4.613069534301758
2016-04-15,22.89977264404297,59.59000015258789,39.19659423828125,55.32923889160156,64.19053649902344,32.40300750732422,,,17.421377182006836,32.112884521484375,,7.816858768463135,27.216999053955078,,,,,13.497855186462402,5.050374984741211,24.545202255249023,11.346860885620117,31.55177879333496,,,12.01715087890625,,,,,,11.068981170654297,12.547771453857422,1.9883447885513306,,,
2016-04-17,,,,,,,1515.73193359375,299.100341796875,,,7.434230804443359,,,20.5001220703125,47.54494857788086,9.100680351257324,5.230583667755127,,,,,,11.120553016662598,3.40446400642395,,2.9784152507781982,2011.8489990234375,1615.271484375,312.7216491699219,593.1483154296875,,,,4.700031757354736,2.1437129974365234,4.537211894989014
2016-04-18,22.966083526611328,60.36000061035156,40.03953170776367,55.85667037963867,65.16104125976562,33.366943359375,1522.69384765625,304.3809509277344,17.6544189453125,32.22465133666992,7.58323335647583,7.862138271331787,27.148841857910156,21.31698226928711,48.567413330078125,9.526442527770996,5.382015705108643,13.568933486938477,5.150217056274414,24.75019645690918,11.62217903137207,31.969852447509766,11.217886924743652,3.599623680114746,12.233458518981934,3.131941556930542,2063.16552734375,1632.1876220703125,318.2152099609375,608.9398193359375,11.124898910522461,12.406277656555176,1.9232499599456787,4.724052906036377,2.221794843673706,4.641514778137207
2016-04-19,23.03043556213379,60.52000045776367,40.20812225341797,56.136680603027344,66.34937286376953,34.894412994384766,1515.73193359375,304.2812805175781,18.05230140686035,32.5040397644043,7.6550750732421875,7.875072956085205,27.892881393432617,20.932579040527344,46.51764678955078,9.534046173095703,5.3908538818359375,13.543087005615234,5.250059604644775,25.378864288330078,11.779947280883789,32.3642463684082,11.205718994140625,3.686361789703369,12.744184494018555,3.231734037399292,2086.6015625,1645.169677734375,324.18951416015625,620.9442138671875,11.307373046875,12.47702407836914,2.0623154640197754,4.531888008117676,2.235992193222046,4.575140476226807
2016-04-20,22.525362014770508,61.720001220703125,39.8334846496582,56.52088165283203,67.135009765625,34.90924072265625,1489.872802734375,305.7818298339844,18.10913848876953,32.62202072143555,7.617824077606201,7.787753105163574,28.057592391967773,20.657379150390625,46.19933319091797,9.741475105285645,5.495146751403809,13.49139404296875,5.26669979095459,24.962034225463867,11.789229393005371,32.443115234375,11.266554832458496,4.011629581451416,12.64804744720459,3.554140090942383,2117.31005859375,1675.0675048828125,330.8504638671875,656.10009765625,11.201420783996582,12.412708282470703,2.059356689453125,4.6119561195373535,2.1721065044403076,4.826416969299316
2016-04-21,22.018341064453125,61.939998626708984,39.92715072631836,56.51435089111328,66.94356536865234,34.278987884521484,1473.9595947265625,306.0807189941406,18.040931701660156,32.67790985107422,7.58589506149292,7.626047134399414,27.921276092529297,20.43023109436035,45.28779220581055,9.818299293518066,5.485130786895752,13.536626815795898,5.499665260314941,24.64087677001953,11.974838256835938,32.01716613769531,11.114468574523926,3.8959789276123047,12.792254447937012,3.5464634895324707,2078.52001953125,1665.6259765625,330.5757751464844,668.6047973632812,,,2.023851156234741,4.547901153564453,2.11531925201416,4.779007434844971
2016-04-22,22.316701889038086,61.540000915527344,40.46100616455078,56.9962158203125,67.34627532958984,35.30964279174805,,,18.273971557617188,32.80830383300781,,7.622811794281006,28.08030891418457,,,,,13.536626815795898,5.233418941497803,24.804868698120117,11.965558052062988,32.00929260253906,,,12.8823823928833,,,,,,11.110182762145996,12.386984825134277,2.1303696632385254,,,
2016-04-24,,,,,,,1479.92724609375,306.8777770996094,,,7.468821048736572,,,20.251134872436523,45.10934066772461,9.59550666809082,5.3295745849609375,,,,,,,,,,2031.6484375,1640.8421630859375,329.957763671875,656.5288696289062,,,,4.435804843902588,2.1366147994995117,4.750560760498047
2016-04-25,22.322551727294922,60.38999938964844,40.273685455322266,56.86598587036133,67.01618194580078,34.30863952636719,1487.8837890625,321.42462158203125,18.06935691833496,32.06942367553711,7.609842300415039,7.600173473358154,27.926958084106445,20.338499069213867,45.31190490722656,9.522521018981934,5.340179920196533,13.730463981628418,5.183498859405518,24.716039657592773,11.807785987854004,32.45100402832031,11.041467666625977,3.751415252685547,12.828307151794434,3.415966272354126,2033.264892578125,1638.875244140625,330.232421875,646.6680908203125,11.18376350402832,12.37412166595459,2.050480365753174,4.443812370300293,2.150811195373535,4.707890510559082
2016-04-26,22.527311325073242,61.2400016784668,40.891841888427734,57.06134033203125,67.53113555908203,35.650733947753906,1527.666748046875,329.0965881347656,19.035627365112305,32.49783706665039,7.764166831970215,7.674558639526367,28.301828384399414,20.587488174438477,45.41801071166992,10.121760368347168,5.511646270751953,13.452628135681152,5.374863147735596,24.839033126831055,11.925337791442871,32.93217468261719,11.071882247924805,3.830925226211548,13.188822746276855,3.485053062438965,2010.23291015625,1619.598876953125,330.3697814941406,654.456787109375,11.171988487243652,12.464160919189453,2.1362874507904053,4.315701961517334,2.1721065044403076,4.717372417449951
2016-04-27,22.79447364807129,62.029998779296875,41.01358413696289,57.601783752441406,68.56101989746094,35.67298126220703,1514.7371826171875,322.5206604003906,19.234561920166016,33.20567321777344,7.671039581298828,7.771582126617432,28.966327667236328,20.757848739624023,45.89548873901367,9.991156578063965,5.418548107147217,13.822513580322266,5.607829570770264,24.770706176757812,11.971741676330566,32.99527359008789,11.071882247924805,3.9538040161132812,12.642040252685547,3.6078739166259766,1960.12841796875,1560.9835205078125,323.15948486328125,634.6636962890625,11.41921329498291,13.055854797363281,2.2428054809570312,4.211612701416016,2.193402051925659,4.688927173614502
2016-04-28,22.712575912475586,57.02000045776367,40.81690216064453,57.32179260253906,67.603759765625,35.346717834472656,1501.8077392578125,318.435546875,19.035627365112305,32.95730972290039,7.663057804107666,7.8783087730407715,28.727798461914062,21.360666275024414,44.612571716308594,10.02188777923584,5.308362007141113,13.62784194946289,5.599509239196777,25.180694580078125,11.721174240112305,33.176700592041016,11.126635551452637,3.968259811401367,12.780237197875977,3.6846368312835693,,,,,11.40449333190918,13.049423217773438,2.2783119678497314,4.315701961517334,2.1792054176330566,4.579881191253662
2016-04-29,22.929031372070312,55.84000015258789,40.6483268737793,57.56272888183594,67.45849609375,35.435699462890625,,,19.086790084838867,32.839332580566406,,8.023923873901367,28.82434844970703,,,,,13.504542350769043,5.458064079284668,25.167037963867188,11.656208038330078,32.821746826171875,,,12.930453300476074,,,,,,11.22790813446045,12.766439437866211,2.281270980834961,,,
2016-05-01,,,,,,,,,,,7.617824077606201,,,21.0679931640625,43.91806411743164,9.829822540283203,5.281846046447754,,,,,,11.24222183227539,3.910435438156128,,3.6232266426086426,1765.772216796875,1528.7252197265625,315.3998107910156,610.797607421875,,,,,,
